label,message
0,try get lost fact tee hee
1,hot live fantasy call p per min ntt ltd po box croydon cr wb national rate call
0,lul im gettin juicy gossip hospital two nurse talking fat gettin one think shes obese oyea
0,searching good dual sim mobile pa
1,congratulation ur awarded either â£ cd gift voucher free entry â£ weekly draw txt music tncs wwwldewcomwinppmxage
0,ya even cooky jelly
0,wifehow knew time murder exactly
1,new mobile must go txt nokia collect todayfrom â£ wwwtcbiz optout gbpmtmsg txtauction
0,thats cool cum
0,time tell friend around
0,cant pick phone right pls send message
0,boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love u kano
0,come sec there somebody want see
0,u missed u havent much bit bored holiday want go bak college sad isnt itxx
1,urgent call landline complimentary ibiza holiday cash await collection sae tc po box sk wp ppm
0,thinking u x
0,ltgt buck bank fee fixed better call bank find
0,send ur birthdate month year tel u ur life partner name method calculation reply must
0,good morning love go sleep wish great day full feeling better opportunity last thought babe love kiss
1,natalja f inviting friend reply yes see wwwsmsacunat stop send stop frnd
0,late
0,want grasp pretty booty
1,sm service inclusive text credit pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae
0,much dirty fellow
0,okay lor still let u go ah coz know later drop card box right
0,need th im campus atm could pick hour two
0,sea lay rock rock envelope envelope paper paper word
0,miserable dont tell u side effect birth control massive gut wrenching cramp first month didnt sleep last night
0,esplanade ã¼ mind giving lift co got car today
0,every king cry baby every great building map imprtant u r today u wil reach tomorw gud ni
1,new tone week include mcflyall ab sara jorgeshock smithswitch order follow instruction next message
1,heard u call rude chat private line cum wan c pic gettin shagged text pix end send stop sam xxx
0,hope youve settled new school year wishin gr day
0,class hour sorry
0,dint touch
0,telling coulda real valentine wasnt u never pick nothing
1,freemsgfeelin kinda lnly hope u like keep company jst got cam moby wanna c pictxt reply date msgp rcv hlp stop
1,â£ price claim call
1,dont prize go another customer tc wwwtcbiz pmin polo ltd suite london wj hl please call back busy
0,oooh bed ridden ey thinking
0,carlos taking sweet time usual let know patty donewant smoke ill tell haul as
0,bognor splendid time year
0,hey kate hope ur ok give u buz wedlunch go outsomewhere adrink towncud go watershd bit ppl fromwrk bthere love petexxx
0,thanks honey still havent heard anything leave bit longer crowd try later great advice thanks hope cardiff still
0,ok happen behave like
0,dont respond imma assume youre still asleep imma start calling n shit
0,come people
1,private account statement show unredeemed bonus point claim call identifier code expires
0,ã come lt n pas lar
0,great comedycant stop laughing da
0,actual exam harder nbme
0,yesterday true true
1,important customer service announcement premier call freephone
0,ding ya break fassyole blacko londn
0,sitting mu waiting everyone get suite take shower
0,oh okie lorwe go sat
0,creepy crazy
0,r e meeting tmr
1,hello darling today would love chat dont tell look like sexy
0,u made appointment
1,back work morro half term u c nite sexy passion b go back chat luv dena call â£minmobsmorelkpoboxhpfl
0,yeah thats thought lemme know anythings goin later
0,ok lar u sleep early nite
0,waiting machan call free
0,pocked
0,nimbomsons yep phone know one obviously co thats real word
0,omg one thing another cat worm bad day end
0,ok found dis pierre cardin one look normal cost sale
0,got back dislike bed
0,k ill work something
0,bank say money
1,dont b floppy b snappy happy gay chat service photo upload call pmin stop text call
0,way transport less problematic sat night way u want ask n join bday feel free need know definite no booking fri
0,nice waitshould texting right im gonna pay ticket ya know
0,part checking iq
0,hurry home u big butt hang last caller u food done im starving dont ask cooked
1,please call immediately urgent message waiting
0,im watching lotr w si dis aft u wan meet dinner nite
0,hi wlcome back wonder got eaten lion something nothing much
0,message food
1,sparkling shopping break per person call visit wwwshortbreaksorguk
1,january male sale hot gay chat cheaper call national rate pmin cheap pmin peak stop text call pmin
0,kkyesterday cbe
0,ok prob
0,bday real april
0,wana plan trip sometme
0,babe love cover face kiss
0,tomorrow going theatre come wherever u call tell come tomorrow
0,september
1,httptms widelivecomindex wmlidadafirsttrueâ¡c c ringtoneâ¡
0,long fuckin showr
0,cheer lou yeah goodnite shame u neva came c ya gailxx
0,seems unnecessarily affectionate
1,today offer claim ur â£ worth discount voucher text yes savamob member offer mobile c â£ sub unsub reply x
0,sorry ill call later
1,money wining number wot next
0,ltgt k oh send home sale
0,pls go today ltgt dont want excuse
0,yup n fren lor im meeting fren
0,need coffee run tomocant believe time week already
0,im stuck da middle da row da right hand side da lt
1,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win â£ cash wkentp
0,thats cool liked photo sexy
0,thank u
0,haha awesome might need take doin tonight
0,movie laptop
0,well im going aunty
0,yo watching movie netflix
0,hello lover go new job happy think wake slave send teasing kiss across sea
0,ok feel like john lennon
0,fineabsolutly fine
0,im gonna miss u much
0,thats going ruin thesis
0,datoday also forgot
1,loan purpose even bad credit tenant welcome call noworriesloanscom
0,mm way railway
0,put party day week study lightly think need draw custom checkboxes know hardcore
0,fwiw reason im around time smoke gas afford around someone tell apparently happens somebody want light
0,valentine game send dis msg ur friend answer r someone really love u ques colour suit best
1,auction round highest bid â£ next maximum bid â£ bid send bid e g bid â£ good luck
0,k fyi im back parent place south tampa might need deal somewhere else
0,ive sent send
0,doinghow
0,waiting tv show start lor u leh still busy ur report
0,world famamus
0,many day since
0,hello hello hi lou sorry took long reply left mobile friend lancaster got bak neway im sorry couldnât make ur bâday hun
0,wot u wanna missy
0,come tomorrow di
1,dorothykiefercom bank granite issue strongbuy explosive pick member nasdaq symbol cdgt per
0,rather prominent bite mark right cheek
0,dont think need yellow card uk travel ask someone gone ltgt buck
0,wat r u busy wif work
0,ok arm feeling weak cuz got shot go another time
0,uhhhhrmm isnt tb test bad youre sick
0,u dun say early hor u c already say
1,wan win meetgreet westlife u currently tour unbreakable untamed unkempt text cost p std text
0,beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf good night
0,smile right go world wonder smiling think crazy keep away grin
0,thats cause old live high
1,mobile mths update latest cameravideo phone free keep ur number get extra free minstexts text yes call
0,plz note anyone calling mobile co amp asks u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn
0,nope think go monday sorry replied late
0,ok im waliking ard u wan buy anything go ur house
0,goodo yes must speak friday eggpotato ratio tortilla needed
0,huh lei
0,ey calm downon theacusations itxt u co iwana know wotu r doin thewend haventcn u agesring ur nething satlove j xxx
0,im work please call
0,oh fuck sake shes like tallahassee
0,age hows abj
0,lemme know youre
0,change window logoff sound
0,thats said bad dat e gal know u wat u
1,review keep fantastic nokia ngage game deck club nokia go wwwcnupdatescomnewsletter unsubscribe alert reply word
0,thanx time weâve spent geva bin mint ur baby want uxxxx
0,sorry im stil fucked last nite went tobed got work
1,please call immediately urgent message waiting
0,sorry completely forgot pop em round week still
1,message important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting
0,hi hope u get txtjourney hasnt gdnow min late think
0,call later dont network urgnt sm
1,hope enjoyed new content text stop unsubscribe helpp provided tonesyoucouk
0,got new job bar airport satsgettin per hour mean lie keep touch
0,great never better day give even reason thank god
0,sorry man stash ran dry last night cant pick sunday
0,rajipls favour pls convey birthday wish nimya pls today birthday
0,oh kkwhere take test
1,dear voucher holder next meal u use following link pc enjoy dining experiencehttpwwwvouchmecometlpdiningasp
0,yeah jay sort fucking retard
0,mean come chase stated watch many movie want
0,gd got free ice cream oso wan
0,im work please call
0,update face book status frequently
0,k ill take care
0,aight ill ask roommate
